iter	RMSE
207	0.008454894877
208	0.008449392773
209	0.008442586344
210	0.008438307246
211	0.008434155938
212	0.008427810501
213	0.008424338604
214	0.008419089747
215	0.008412420321
216	0.008407311472
217	0.00840348524
218	0.008399629978
219	0.008393505466
220	0.008388708392
221	0.008385061587
222	0.008378931589
223	0.008373680244
224	0.008369193089
225	0.008363854217
226	0.008358711154
227	0.008352832202
228	0.008347870453
229	0.008344236336
230	0.008338693536
231	0.008332737622
232	0.008326676723
233	0.008322965871
234	0.00831877458
235	0.008315866118
236	0.008309584479
237	0.008305240815
238	0.008299513767
239	0.008295039195
240	0.008291226866
241	0.008282243034
242	0.008276275221
243	0.008272530669
244	0.008267245299
245	0.008262101268
246	0.008255251311
247	0.008248529991
248	0.00824362825
249	0.00823805123
250	0.008231651211
251	0.008226107242
252	0.00822034115
253	0.00821528535
254	0.008210669893
255	0.008203729858
256	0.008194895866
257	0.008188308424
258	0.008184886583
259	0.008180713162
260	0.008177041329
261	0.008172295383
262	0.008167518283
263	0.008162287619
264	0.008153913112
265	0.008150919983
266	0.008144795688
267	0.008140551845
268	0.008132722202
269	0.008127566683
270	0.008121424168
271	0.008115240042
272	0.008109465899
273	0.008105922613
274	0.008099847137
275	0.008094053741
276	0.008090094678
277	0.008085913552
278	0.008080203423
279	0.008076472121
280	0.008070045972
281	0.008067663488
282	0.008062069751
283	0.008057640789
284	0.008051163141
285	0.008045847232
286	0.008042337409
287	0.008037940012
288	0.008034933613
289	0.008029622892
290	0.008021928756
291	0.008013431633
292	0.008008868742
293	0.008004898339
294	0.008000343264
295	0.00799420457
296	0.007988603107
297	0.007985753835
298	0.007979985723
299	0.007973493091
300	0.007967283444
301	0.007963635096
302	0.007959545285
303	0.007953790971
304	0.007946999271
305	0.007940624941
306	0.007935985858
307	0.007930453969
308	0.007926040369
309	0.007920772106
310	0.007914948093
311	0.007911731208
312	0.007907841002
313	0.007900591101
314	0.007894638316
315	0.007887803209
316	0.007883657139
317	0.007878631285
318	0.007872017029
319	0.007866675397
320	0.007862412027
321	0.007853922582
322	0.007849594599
323	0.007841915255
324	0.007836066582
325	0.007831384625
326	0.007826879394
327	0.007822152719
328	0.007817420532
329	0.007814593477
330	0.007809724063
331	0.007802758743
332	0.007797402817
333	0.007793573244
334	0.007788573166
335	0.007782893161
336	0.00777714263
337	0.007772577617
338	0.007766214584
339	0.007761563767
340	0.007756125579
341	0.007749179312
342	0.007742773232
343	0.00773734561
344	0.007730472829
345	0.007723743678
346	0.00771880995
347	0.007714106769
348	0.007710326158
349	0.007705374924
350	0.007700713229
351	0.007695403891
352	0.007690449155
353	0.007685683385
354	0.007679259641
355	0.007674806444
356	0.007669989732
357	0.007666099226
358	0.007659842093
359	0.0076549692
360	0.007648384451
361	0.00764254779
362	0.007637471761
363	0.007630966241
364	0.007625575188
365	0.007620359154
366	0.007617718145
367	0.007611552798
368	0.007604843708
369	0.007599052161
370	0.007593357286
371	0.007589495528
372	0.007581111695
373	0.007576029009
374	0.007572608464
375	0.007567112226
376	0.00756107033
377	0.007556385131
378	0.007549813188
379	0.00754506313
380	0.007539662232
381	0.007535347158
382	0.007531070907
383	0.007526017719
384	0.007520391982
385	0.007514691089
386	0.007510395979
387	0.007506385233
388	0.007501668796
389	0.00749716739
390	0.007491437599
391	0.007486945514
392	0.007483243235
393	0.007477492375
394	0.007473028143
395	0.00746817311
396	0.0074615915
397	0.007456645442
398	0.007451947353
399	0.007448200479
400	0.00744270624
401	0.007438156002
402	0.007432357849
403	0.007426020148
404	0.007419870834
405	0.007414917503
406	0.007410486942
407	0.00740604212
408	0.007401672142
409	0.007394378213
410	0.007390678279
411	0.007386549564
412	0.007384007514
413	0.007380344491
414	0.007374951336
415	0.007369929846
416	0.007364954378
417	0.007360205315
418	0.007355329798
419	0.007349402424
420	0.007345670838
421	0.007340858923
422	0.007335138559
423	0.00732635358
424	0.007322404656
425	0.007315680509
426	0.00731068187
427	0.007307175951
428	0.007303490609
429	0.007299916516
430	0.007295810163
431	0.007291988406
432	0.007287949981
433	0.007284215692
434	0.007279668032
435	0.007275000465
436	0.007271057929
437	0.007264322688
438	0.007259673968
439	0.00725377874
440	0.007249742513
441	0.007244193711
442	0.007240677636
443	0.00723618952
444	0.007230923611
445	0.007226771179
446	0.007222568391
447	0.007220191316
448	0.007212430314
449	0.007206392476
450	0.007202882964
451	0.007199502457
452	0.007193919311
453	0.007189341735
454	0.007184857766
455	0.007181074363
456	0.007175543516
457	0.007168707786
458	0.007164740511
459	0.007158281301
460	0.007153654448
461	0.007149057966
462	0.007145711599
463	0.007142357313
464	0.007137022153
465	0.007133284317
466	0.007131807803
467	0.007127446672
468	0.007122760415
469	0.007119367695
470	0.007113488647
471	0.007108245536
472	0.007106624312
473	0.007101492679
474	0.007095136126
475	0.00708898781
476	0.007083323568
477	0.00707844392
478	0.007072934687
479	0.007069753607
480	0.007064166224
481	0.00706029843
482	0.007056212601
483	0.007050817679
484	0.007046549484
485	0.007040582612
486	0.00703648406
487	0.00703237571
488	0.00702670951
489	0.00702352185
490	0.00702002206
491	0.007014586737
492	0.007009278231
493	0.00700687259
494	0.007001741198
495	0.006999625171
496	0.006996628847
497	0.006991096971
498	0.006987156014
499	0.006983647442
